npm verbose cli /Users/chzhengx/Library/Application Support/fnm/node-versions/v24.19.0/installation/bin/node /Users/chzhengx/Library/Application Support/fnm/node-versions/v24.19.0/installation/bin/npm
npm http cache buffer@https://registry.npmjs.org/buffer/-/buffer-5.7.1.tgz 0ms (cache hit)
npm http cache brace-expansion@https://registry.npmjs.org/brace-expansion/-/brace-expansion-5.0.9.tgz 0ms (cache hit)
npm http cache bidi-js@https://registry.npmjs.org/bidi-js/-/bidi-js-1.0.3.tgz 0ms (cache hit)
npm http cache bl@https://registry.npmjs.org/bl/-/bl-4.1.0.tgz 0ms (cache hit)
npm http cache bindings@https://registry.npmjs.org/bindings/-/bindings-1.5.0.tgz 0ms (cache hit)
npm http cache base64-js@https://registry.npmjs.org/base64-js/-/base64-js-1.5.1.tgz 0ms (cache hit)
npm http cache assertion-error@https://registry.npmjs.org/assertion-error/-/assertion-error-2.0.1.tgz 0ms (cache hit)
npm http cache balanced-match@https://registry.npmjs.org/balanced-match/-/balanced-match-4.0.4.tgz 0ms (cache hit)
npm http cache aria-query@https://registry.npmjs.org/aria-query/-/aria-query-5.3.0.tgz 0ms (cache hit)
npm http cache ast-v8-to-istanbul@https://registry.npmjs.org/ast-v8-to-istanbul/-/ast-v8-to-istanbul-1.0.5.tgz 0ms (cache hit)
npm http cache argparse@https://registry.npmjs.org/argparse/-/argparse-2.0.1.tgz 0ms (cache hit)
npm http cache ansi-regex@https://registry.npmjs.org/ansi-regex/-/ansi-regex-5.0.1.tgz 0ms (cache hit)
npm http cache ajv-formats@https://registry.npmjs.org/ajv-formats/-/ajv-formats-3.0.1.tgz 0ms (cache hit)
npm http cache cacache@https://registry.npmjs.org/cacache/-/cacache-19.0.1.tgz 0ms (cache hit)
npm http cache agent-base@https://registry.npmjs.org/agent-base/-/agent-base-7.1.4.tgz 0ms (cache hit)
npm http cache acorn@https://registry.npmjs.org/acorn/-/acorn-8.18.0.tgz 0ms (cache hit)
npm http cache acorn-jsx@https://registry.npmjs.org/acorn-jsx/-/acorn-jsx-5.3.2.tgz 0ms (cache hit)
npm http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-5.2.0.tgz 0ms (cache hit)
npm http cache ajv@https://registry.npmjs.org/ajv/-/ajv-8.20.0.tgz 0ms (cache hit)
npm http cache abbrev@https://registry.npmjs.org/abbrev/-/abbrev-3.0.1.tgz 0ms (cache hit)
npm http cache ajv-formats-draft2019@https://registry.npmjs.org/ajv-formats-draft2019/-/ajv-formats-draft2019-1.6.1.tgz 0ms (cache hit)
npm http cache @vitest/spy@https://registry.npmjs.org/@vitest/spy/-/spy-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/runner@https://registry.npmjs.org/@vitest/runner/-/runner-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/utils@https://registry.npmjs.org/@vitest/utils/-/utils-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/expect@https://registry.npmjs.org/@vitest/expect/-/expect-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/mocker@https://registry.npmjs.org/@vitest/mocker/-/mocker-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/snapshot@https://registry.npmjs.org/@vitest/snapshot/-/snapshot-4.1.10.tgz 0ms (cache hit)
npm http cache @vitest/coverage-v8@https://registry.npmjs.org/@vitest/coverage-v8/-/coverage-v8-4.1.10.tgz 0ms (cache hit)
npm http cache @vitejs/plugin-react@https://registry.npmjs.org/@vitejs/plugin-react/-/plugin-react-6.0.5.tgz 0ms (cache hit)
npm http cache @typescript-eslint/visitor-keys@https://registry.npmjs.org/@typescript-eslint/visitor-keys/-/visitor-keys-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/types@https://registry.npmjs.org/@typescript-eslint/types/-/types-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/tsconfig-utils@https://registry.npmjs.org/@typescript-eslint/tsconfig-utils/-/tsconfig-utils-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/utils@https://registry.npmjs.org/@typescript-eslint/utils/-/utils-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/parser@https://registry.npmjs.org/@typescript-eslint/parser/-/parser-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/typescript-estree@https://registry.npmjs.org/@typescript-eslint/typescript-estree/-/typescript-estree-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/type-utils@https://registry.npmjs.org/@typescript-eslint/type-utils/-/type-utils-8.67.0.tgz 0ms (cache hit)
npm http cache @typescript-eslint/eslint-plugin@https://registry.npmjs.org/@typescript-eslint/eslint-plugin/-/eslint-plugin-8.67.0.tgz 0ms (cache hit)
npm http cache @types/node@https://registry.npmjs.org/@types/node/-/node-24.10.1.tgz 0ms (cache hit)
npm http cache @types/react-dom@https://registry.npmjs.org/@types/react-dom/-/react-dom-19.2.4.tgz 0ms (cache hit)
npm http cache @types/json-schema@https://registry.npmjs.org/@types/json-schema/-/json-schema-7.0.15.tgz 0ms (cache hit)
npm http cache @types/estree@https://registry.npmjs.org/@types/estree/-/estree-1.0.9.tgz 0ms (cache hit)
npm http cache @typescript-eslint/scope-manager@https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-8.67.0.tgz 0ms (cache hit)
npm http cache @types/react@https://registry.npmjs.org/@types/react/-/react-19.2.18.tgz 0ms (cache hit)
npm http cache @types/esrecurse@https://registry.npmjs.org/@types/esrecurse/-/esrecurse-4.3.1.tgz 0ms (cache hit)
npm http cache @types/deep-eql@https://registry.npmjs.org/@types/deep-eql/-/deep-eql-4.0.2.tgz 0ms (cache hit)
npm http cache @types/aria-query@https://registry.npmjs.org/@types/aria-query/-/aria-query-5.0.4.tgz 0ms (cache hit)
npm http cache @testing-library/react@https://registry.npmjs.org/@testing-library/react/-/react-16.3.2.tgz 0ms (cache hit)
npm http cache @testing-library/jest-dom@https://registry.npmjs.org/@testing-library/jest-dom/-/jest-dom-7.0.1.tgz 0ms (cache hit)
npm http cache @standard-schema/spec@https://registry.npmjs.org/@standard-schema/spec/-/spec-1.1.0.tgz 0ms (cache hit)
npm http cache @rolldown/pluginutils@https://registry.npmjs.org/@rolldown/pluginutils/-/pluginutils-1.0.1.tgz 0ms (cache hit)
npm http cache @testing-library/dom@https://registry.npmjs.org/@testing-library/dom/-/dom-10.4.1.tgz 0ms (cache hit)
npm http cache @rolldown/binding-darwin-arm64@https://registry.npmjs.org/@rolldown/binding-darwin-arm64/-/binding-darwin-arm64-1.2.4.tgz 0ms (cache hit)
npm http cache @playwright/test@https://registry.npmjs.org/@playwright/test/-/test-1.62.1.tgz 0ms (cache hit)
npm http cache @types/chai@https://registry.npmjs.org/@types/chai/-/chai-5.2.3.tgz 0ms (cache hit)
npm http cache @pkgjs/parseargs@https://registry.npmjs.org/@pkgjs/parseargs/-/parseargs-0.11.0.tgz 0ms (cache hit)
npm http cache @oxc-project/types@https://registry.npmjs.org/@oxc-project/types/-/types-0.144.0.tgz 0ms (cache hit)
npm http cache @oozcitak/url@https://registry.npmjs.org/@oozcitak/url/-/url-3.0.0.tgz 0ms (cache hit)
npm http cache @oozcitak/infra@https://registry.npmjs.org/@oozcitak/infra/-/infra-2.0.2.tgz 0ms (cache hit)
npm http cache @oozcitak/util@https://registry.npmjs.org/@oozcitak/util/-/util-10.0.0.tgz 0ms (cache hit)
npm http cache @oozcitak/dom@https://registry.npmjs.org/@oozcitak/dom/-/dom-2.0.2.tgz 0ms (cache hit)
npm http cache @npmcli/agent@https://registry.npmjs.org/@npmcli/agent/-/agent-3.0.0.tgz 0ms (cache hit)
npm http cache @vitest/pretty-format@https://registry.npmjs.org/@vitest/pretty-format/-/pretty-format-4.1.10.tgz 0ms (cache hit)
npm http cache @jridgewell/trace-mapping@https://registry.npmjs.org/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz 0ms (cache hit)
npm http cache @jridgewell/sourcemap-codec@https://registry.npmjs.org/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz 0ms (cache hit)
npm http cache @isaacs/fs-minipass@https://registry.npmjs.org/@isaacs/fs-minipass/-/fs-minipass-4.0.1.tgz 0ms (cache hit)
npm http cache @isaacs/cliui@https://registry.npmjs.org/@isaacs/cliui/-/cliui-8.0.2.tgz 0ms (cache hit)
npm http cache @humanwhocodes/retry@https://registry.npmjs.org/@humanwhocodes/retry/-/retry-0.4.3.tgz 0ms (cache hit)
npm http cache @jridgewell/resolve-uri@https://registry.npmjs.org/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz 0ms (cache hit)
npm http cache @humanfs/types@https://registry.npmjs.org/@humanfs/types/-/types-0.15.0.tgz 0ms (cache hit)
npm http cache @humanwhocodes/module-importer@https://registry.npmjs.org/@humanwhocodes/module-importer/-/module-importer-1.0.1.tgz 0ms (cache hit)
npm http cache @npmcli/fs@https://registry.npmjs.org/@npmcli/fs/-/fs-4.0.0.tgz 0ms (cache hit)
npm http cache @humanfs/core@https://registry.npmjs.org/@humanfs/core/-/core-0.19.2.tgz 0ms (cache hit)
npm http cache @exodus/bytes@https://registry.npmjs.org/@exodus/bytes/-/bytes-1.15.1.tgz 0ms (cache hit)
npm http cache @eslint/object-schema@https://registry.npmjs.org/@eslint/object-schema/-/object-schema-3.0.5.tgz 0ms (cache hit)
npm http cache @eslint/js@https://registry.npmjs.org/@eslint/js/-/js-10.0.1.tgz 0ms (cache hit)
npm http cache @eslint/plugin-kit@https://registry.npmjs.org/@eslint/plugin-kit/-/plugin-kit-0.7.2.tgz 0ms (cache hit)
npm http cache @eslint/core@https://registry.npmjs.org/@eslint/core/-/core-1.2.1.tgz 0ms (cache hit)
npm http cache @humanfs/node@https://registry.npmjs.org/@humanfs/node/-/node-0.16.8.tgz 0ms (cache hit)
npm http cache @eslint/config-helpers@https://registry.npmjs.org/@eslint/config-helpers/-/config-helpers-0.7.0.tgz 0ms (cache hit)
npm http cache @eslint/config-array@https://registry.npmjs.org/@eslint/config-array/-/config-array-0.23.5.tgz 0ms (cache hit)
npm http cache @eslint-community/regexpp@https://registry.npmjs.org/@eslint-community/regexpp/-/regexpp-4.12.2.tgz 0ms (cache hit)
npm http cache @cyclonedx/cyclonedx-library@https://registry.npmjs.org/@cyclonedx/cyclonedx-library/-/cyclonedx-library-10.1.1.tgz 0ms (cache hit)
npm http cache @cyclonedx/cyclonedx-npm@https://registry.npmjs.org/@cyclonedx/cyclonedx-npm/-/cyclonedx-npm-6.0.1.tgz 0ms (cache hit)
npm http cache @csstools/css-syntax-patches-for-csstree@https://registry.npmjs.org/@csstools/css-syntax-patches-for-csstree/-/css-syntax-patches-for-csstree-1.1.7.tgz 0ms (cache hit)
npm http cache @csstools/css-tokenizer@https://registry.npmjs.org/@csstools/css-tokenizer/-/css-tokenizer-4.0.0.tgz 0ms (cache hit)
npm http cache @csstools/css-parser-algorithms@https://registry.npmjs.org/@csstools/css-parser-algorithms/-/css-parser-algorithms-4.0.0.tgz 0ms (cache hit)
npm http cache @csstools/css-color-parser@https://registry.npmjs.org/@csstools/css-color-parser/-/css-color-parser-4.1.10.tgz 0ms (cache hit)
npm http cache @csstools/css-calc@https://registry.npmjs.org/@csstools/css-calc/-/css-calc-3.3.0.tgz 0ms (cache hit)
npm http cache @bramus/specificity@https://registry.npmjs.org/@bramus/specificity/-/specificity-2.4.2.tgz 0ms (cache hit)
npm http cache @csstools/color-helpers@https://registry.npmjs.org/@csstools/color-helpers/-/color-helpers-6.1.0.tgz 0ms (cache hit)
npm http cache @bcoe/v8-coverage@https://registry.npmjs.org/@bcoe/v8-coverage/-/v8-coverage-1.0.2.tgz 0ms (cache hit)
npm http cache @babel/parser@https://registry.npmjs.org/@babel/parser/-/parser-7.29.8.tgz 0ms (cache hit)
npm http cache @babel/types@https://registry.npmjs.org/@babel/types/-/types-7.29.8.tgz 0ms (cache hit)
npm http cache @babel/helper-validator-identifier@https://registry.npmjs.org/@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz 0ms (cache hit)
npm http cache @typescript-eslint/project-service@https://registry.npmjs.org/@typescript-eslint/project-service/-/project-service-8.67.0.tgz 0ms (cache hit)
npm http cache @babel/helper-string-parser@https://registry.npmjs.org/@babel/helper-string-parser/-/helper-string-parser-7.29.7.tgz 0ms (cache hit)
npm http cache @babel/code-frame@https://registry.npmjs.org/@babel/code-frame/-/code-frame-7.29.7.tgz 0ms (cache hit)
npm http cache @asamuzakjp/dom-selector@https://registry.npmjs.org/@asamuzakjp/dom-selector/-/dom-selector-8.3.2.tgz 0ms (cache hit)
npm http cache @adobe/css-tools@https://registry.npmjs.org/@adobe/css-tools/-/css-tools-4.5.0.tgz 0ms (cache hit)
npm http cache @asamuzakjp/css-color@https://registry.npmjs.org/@asamuzakjp/css-color/-/css-color-6.0.7.tgz 0ms (cache hit)
npm http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-4.3.0.tgz 0ms (cache hit)
npm http cache strip-ansi@https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz 0ms (cache hit)
npm http cache ansi-styles@https://registry.npmjs.org/ansi-styles/-/ansi-styles-6.2.3.tgz 0ms (cache hit)
npm http cache emoji-regex@https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz 0ms (cache hit)
npm http cache fsevents@https://registry.npmjs.org/fsevents/-/fsevents-2.3.3.tgz 0ms (cache hit)
npm http cache string-width@https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz 0ms (cache hit)
npm http cache spdx-expression-parse@https://registry.npmjs.org/spdx-expression-parse/-/spdx-expression-parse-3.0.1.tgz 0ms (cache hit)
npm http cache chownr@https://registry.npmjs.org/chownr/-/chownr-1.1.4.tgz 0ms (cache hit)
npm http cache strip-ansi@https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz 0ms (cache hit)
npm http cache ansi-regex@https://registry.npmjs.org/ansi-regex/-/ansi-regex-6.3.0.tgz 0ms (cache hit)
npm http cache emoji-regex@https://registry.npmjs.org/emoji-regex/-/emoji-regex-8.0.0.tgz 0ms (cache hit)
npm http cache lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz 0ms (cache hit)
npm http cache spdx-expression-parse@https://registry.npmjs.org/spdx-expression-parse/-/spdx-expression-parse-3.0.1.tgz 0ms (cache hit)
npm http cache isexe@https://registry.npmjs.org/isexe/-/isexe-3.1.5.tgz 0ms (cache hit)
npm http cache which@https://registry.npmjs.org/which/-/which-5.0.0.tgz 0ms (cache hit)
npm http cache commander@https://registry.npmjs.org/commander/-/commander-2.20.3.tgz 0ms (cache hit)
npm http cache yallist@https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz 0ms (cache hit)
npm http cache @babel/runtime@https://registry.npmjs.org/@babel/runtime/-/runtime-7.29.7.tgz 0ms (cache hit)
npm http cache yallist@https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz 0ms (cache hit)
npm http cache minipass@https://registry.npmjs.org/minipass/-/minipass-3.3.6.tgz 0ms (cache hit)
npm http cache yallist@https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz 0ms (cache hit)
npm http cache minipass@https://registry.npmjs.org/minipass/-/minipass-3.3.6.tgz 0ms (cache hit)
npm http cache minipass@https://registry.npmjs.org/minipass/-/minipass-3.3.6.tgz 0ms (cache hit)
npm http cache minimatch@https://registry.npmjs.org/minimatch/-/minimatch-9.0.9.tgz 0ms (cache hit)
npm http cache brace-expansion@https://registry.npmjs.org/brace-expansion/-/brace-expansion-2.1.4.tgz 0ms (cache hit)
npm http cache json-schema-traverse@https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz 0ms (cache hit)
npm http cache balanced-match@https://registry.npmjs.org/balanced-match/-/balanced-match-1.0.2.tgz 0ms (cache hit)
npm http cache ajv@https://registry.npmjs.org/ajv/-/ajv-6.15.0.tgz 0ms (cache hit)
npm http cache lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz 0ms (cache hit)
npm http cache whatwg-url@https://registry.npmjs.org/whatwg-url/-/whatwg-url-16.0.1.tgz 0ms (cache hit)
npm http cache ignore@https://registry.npmjs.org/ignore/-/ignore-7.0.6.tgz 0ms (cache hit)
npm http cache js-tokens@https://registry.npmjs.org/js-tokens/-/js-tokens-10.0.0.tgz 0ms (cache hit)
npm http cache @eslint-community/eslint-utils@https://registry.npmjs.org/@eslint-community/eslint-utils/-/eslint-utils-4.10.1.tgz 0ms (cache hit)
npm http cache dom-accessibility-api@https://registry.npmjs.org/dom-accessibility-api/-/dom-accessibility-api-0.6.3.tgz 0ms (cache hit)
npm http cache lru-cache@https://registry.npmjs.org/lru-cache/-/lru-cache-10.4.3.tgz 0ms (cache hit)
npm http cache eslint-visitor-keys@https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-3.4.3.tgz 0ms (cache hit)
npm http fetch GET https://registry.npmjs.org/xmlchars/-/xmlchars-2.2.0.tgz attempt 1 failed with ECONNRESET
npm http fetch GET 200 https://registry.npmjs.org/npm 1691ms
npm http fetch GET 200 https://registry.npmjs.org/xml-name-validator/-/xml-name-validator-5.0.0.tgz 969ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/word-wrap/-/word-wrap-1.2.5.tgz 968ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-7.0.0.tgz 970ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz 972ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-8.1.0.tgz 972ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/why-is-node-running/-/why-is-node-running-2.3.0.tgz 973ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/webidl-conversions/-/webidl-conversions-8.0.1.tgz 974ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/which/-/which-2.0.2.tgz 976ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz 979ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/whatwg-mimetype/-/whatwg-mimetype-5.0.0.tgz 982ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/uri-js/-/uri-js-4.4.1.tgz 1017ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/yallist/-/yallist-5.0.0.tgz 1042ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/whatwg-url/-/whatwg-url-17.1.0.tgz 1116ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz 1164ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/unique-slug/-/unique-slug-5.0.0.tgz 1292ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/unique-filename/-/unique-filename-4.0.0.tgz 1294ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/validate-npm-package-license/-/validate-npm-package-license-3.0.4.tgz 1295ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tunnel-agent/-/tunnel-agent-0.6.0.tgz 1294ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/w3c-xmlserializer/-/w3c-xmlserializer-5.0.0.tgz 1296ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/typescript-eslint/-/typescript-eslint-8.67.0.tgz 1297ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/undici-types/-/undici-types-7.16.0.tgz 1333ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/type-check/-/type-check-0.4.0.tgz 1410ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tinyrainbow/-/tinyrainbow-3.1.1.tgz 1410ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz 1411ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tinybench/-/tinybench-2.9.0.tgz 1466ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tinyexec/-/tinyexec-1.3.0.tgz 1475ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/ts-api-utils/-/ts-api-utils-2.5.0.tgz 1502ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/xmlbuilder2/-/xmlbuilder2-4.0.3.tgz 1553ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tar/-/tar-7.5.22.tgz 1629ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz 1648ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/strip-json-comments/-/strip-json-comments-2.0.1.tgz 1648ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/symbol-tree/-/symbol-tree-3.2.4.tgz 1664ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/strip-indent/-/strip-indent-3.0.0.tgz 1678ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tr46/-/tr46-6.0.0.tgz 1691ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz 1689ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz 1706ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tldts-core/-/tldts-core-7.4.10.tgz 1823ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/string_decoder/-/string_decoder-1.3.0.tgz 1833ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tough-cookie/-/tough-cookie-6.0.2.tgz 1853ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/strip-ansi/-/strip-ansi-7.2.0.tgz 1867ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/string-width/-/string-width-5.1.2.tgz 1868ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/std-env/-/std-env-4.2.0.tgz 1899ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/ssri/-/ssri-12.0.0.tgz 1934ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/spdx-expression-parse/-/spdx-expression-parse-4.0.0.tgz 1936ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/vite/-/vite-8.2.1.tgz 1945ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/undici/-/undici-8.10.0.tgz 1949ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tar-fs/-/tar-fs-2.1.5.tgz 1970ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/stackback/-/stackback-0.0.2.tgz 1985ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/spdx-correct/-/spdx-correct-3.2.0.tgz 2044ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/spdx-exceptions/-/spdx-exceptions-2.5.0.tgz 2061ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/spdx-license-ids/-/spdx-license-ids-3.0.23.tgz 2065ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/vitest/-/vitest-4.1.10.tgz 2081ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/socks-proxy-agent/-/socks-proxy-agent-8.0.5.tgz 2094ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/simple-concat/-/simple-concat-1.0.1.tgz 2141ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/simple-get/-/simple-get-4.0.1.tgz 2157ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/signal-exit/-/signal-exit-4.1.0.tgz 2159ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/smart-buffer/-/smart-buffer-4.2.0.tgz 2198ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/siginfo/-/siginfo-2.0.0.tgz 2197ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tldts/-/tldts-7.4.10.tgz 2207ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/smtp-address-parser/-/smtp-address-parser-1.1.0.tgz 2205ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz 2222ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz 2262ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/semver/-/semver-7.8.5.tgz 2309ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/tar-stream/-/tar-stream-2.2.0.tgz 2326ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/schemes/-/schemes-1.4.0.tgz 2326ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/saxes/-/saxes-6.0.0.tgz 2328ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz 2367ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/scheduler/-/scheduler-0.27.0.tgz 2378ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/rolldown/-/rolldown-1.2.4.tgz 2456ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz 2512ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.2.1.tgz 2512ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/redent/-/redent-3.0.0.tgz 2513ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/safer-buffer/-/safer-buffer-2.1.2.tgz 2514ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/retry/-/retry-0.12.0.tgz 2517ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/readable-stream/-/readable-stream-3.6.2.tgz 2531ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/typescript/-/typescript-6.0.3.tgz 2554ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/react/-/react-19.2.8.tgz 2567ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/rc/-/rc-1.2.8.tgz 2600ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/punycode/-/punycode-2.3.1.tgz 2618ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/promise-retry/-/promise-retry-2.0.1.tgz 2713ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/proc-log/-/proc-log-5.0.0.tgz 2719ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/prebuild-install/-/prebuild-install-7.1.3.tgz 2743ms (cache miss)
npm warn deprecated prebuild-install@7.1.3: No longer maintained. Please contact the author of the relevant native addon; alternatives are available.
npm http fetch GET 200 https://registry.npmjs.org/prelude-ls/-/prelude-ls-1.2.1.tgz 2747ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/postcss/-/postcss-8.5.26.tgz 2754ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/railroad-diagrams/-/railroad-diagrams-1.0.0.tgz 2767ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/picomatch/-/picomatch-4.0.5.tgz 2793ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/randexp/-/randexp-0.4.6.tgz 2890ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/path-key/-/path-key-3.1.1.tgz 2970ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/pathe/-/pathe-2.0.3.tgz 2972ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/path-scurry/-/path-scurry-1.11.1.tgz 2971ms (cache miss)
npm http fetch GET 200 https://registry.npmjs.org/pump/-/pump-3.0.4.tgz 2975ms (cache miss)
